priority1,priority2,type,package_name,field_name,method_name,startline,endline,label,s1,s2,s3,s4,addr,_package,_class,_method,rank_score,rank_score0,rank_score1,rank_score2,rank_score3,rank_score4,rank_score5,rank_score6,rank_score7,rank_score8,rank_score9,rank_score10,s4_rank0,s4_rank1,s4_rank2,s4_rank3,s4_rank4,s4_rank5,s4_rank6,s4_rank7,s4_rank8,s4_rank9,s4_rank10
M,V,EI_EXPOSE_REP,org.jmeld.vc.util.VcCmd,result,getResult()Lorg/jmeld/util/Result;,101,101,0,0.0,1.0,0.9999999999999998,1.0000000000000002,EI,org.jmeld.vc.util,org.jmeld.vc.util.VcCmd,org.jmeld.vc.util.VcCmd.getResult,0.21598244601151936,0.21250292108265634,0.21319882606842894,0.21389473105420154,0.21459063603997414,0.21528654102574674,0.21598244601151936,0.21667835099729196,0.21737425598306456,0.2180701609688372,0.21876606595460982,0.21946197094038242,0.2125029210826564,0.213198826068429,0.2138947310542016,0.2145906360399742,0.2152865410257468,0.21598244601151942,0.21667835099729202,0.21737425598306462,0.21807016096883725,0.21876606595460987,0.21946197094038247
M,D,REC_CATCH_EXCEPTION,org.jmeld.vc.util.VcCmd,NO_FIELD,_execute([Ljava/lang/String;)Lorg/jmeld/util/Result;,83,83,0,0.0,1.0,1.0,1.0000000000000002,REC,org.jmeld.vc.util,org.jmeld.vc.util.VcCmd,org.jmeld.vc.util.VcCmd._execute,0.23079780742087921,0.24213364390137604,0.23986647660527666,0.2375993093091773,0.23533214201307795,0.23306497471697857,0.23079780742087921,0.22853064012477986,0.22626347282868048,0.22399630553258112,0.2217291382364818,0.21946197094038242,0.2421336439013761,0.2398664766052767,0.23759930930917736,0.235332142013078,0.23306497471697862,0.23079780742087927,0.22853064012477992,0.22626347282868053,0.22399630553258118,0.22172913823648185,0.21946197094038247
L,D,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org.jmeld.vc.util.VcCmd,result,printError()V,94,94,0,0.0,1.0,1.0,1.0,UwF,org.jmeld.vc.util,org.jmeld.vc.util.VcCmd,org.jmeld.vc.util.VcCmd.printError,0.12802113587403702,0.036580300807691625,0.0548684678209607,0.0731566348342298,0.09144480184749885,0.10973296886076794,0.12802113587403702,0.1463093028873061,0.16459746990057517,0.18288563691384427,0.20117380392711334,0.21946197094038242,0.036580300807691625,0.0548684678209607,0.0731566348342298,0.09144480184749885,0.10973296886076794,0.12802113587403702,0.1463093028873061,0.16459746990057517,0.18288563691384427,0.20117380392711334,0.21946197094038242
L,B,OS_OPEN_STREAM_EXCEPTION_PATH,org.jmeld.vc.util.VcCmd,NO_FIELD,_execute([Ljava/lang/String;)Lorg/jmeld/util/Result;,72,72,0,0.0,1.0,1.0,1.0,OS,org.jmeld.vc.util,org.jmeld.vc.util.VcCmd,org.jmeld.vc.util.VcCmd._execute,0.23079780742087921,0.24213364390137604,0.23986647660527666,0.2375993093091773,0.23533214201307795,0.23306497471697857,0.23079780742087921,0.22853064012477986,0.22626347282868048,0.22399630553258112,0.2217291382364818,0.21946197094038242,0.24213364390137604,0.23986647660527666,0.2375993093091773,0.23533214201307795,0.23306497471697857,0.23079780742087921,0.22853064012477986,0.22626347282868048,0.22399630553258112,0.2217291382364818,0.21946197094038242
H,I,DM_DEFAULT_ENCODING,org.jmeld.vc.util.VcCmd,NO_FIELD,_execute([Ljava/lang/String;)Lorg/jmeld/util/Result;,72,72,0,0.0,1.0,1.0,1.0,Dm,org.jmeld.vc.util,org.jmeld.vc.util.VcCmd,org.jmeld.vc.util.VcCmd._execute,0.23079780742087921,0.24213364390137604,0.23986647660527666,0.2375993093091773,0.23533214201307795,0.23306497471697857,0.23079780742087921,0.22853064012477986,0.22626347282868048,0.22399630553258112,0.2217291382364818,0.21946197094038242,0.24213364390137604,0.23986647660527666,0.2375993093091773,0.23533214201307795,0.23306497471697857,0.23079780742087921,0.22853064012477986,0.22626347282868048,0.22399630553258112,0.2217291382364818,0.21946197094038242
L,B,OS_OPEN_STREAM_EXCEPTION_PATH,org.jmeld.vc.util.VcCmd,NO_FIELD,_execute([Ljava/lang/String;)Lorg/jmeld/util/Result;,61,61,0,0.0,1.0,1.0,0.9999999999999998,OS,org.jmeld.vc.util,org.jmeld.vc.util.VcCmd,org.jmeld.vc.util.VcCmd._execute,0.23079780742087921,0.24213364390137604,0.23986647660527666,0.2375993093091773,0.23533214201307795,0.23306497471697857,0.23079780742087921,0.22853064012477986,0.22626347282868048,0.22399630553258112,0.2217291382364818,0.21946197094038242,0.24213364390137598,0.2398664766052766,0.23759930930917725,0.2353321420130779,0.2330649747169785,0.23079780742087916,0.2285306401247798,0.22626347282868042,0.22399630553258107,0.22172913823648174,0.21946197094038236
L,D,REC_CATCH_EXCEPTION,org.jmeld.vc.svn.SvnXmlCmd,NO_FIELD,build([B)V,24,24,0,0.0,1.0,1.0,1.0000000000000002,REC,org.jmeld.vc.svn,org.jmeld.vc.svn.SvnXmlCmd,org.jmeld.vc.svn.SvnXmlCmd.build,0.21250292108265634,0.21250292108265634,0.21250292108265634,0.21250292108265634,0.2125029210826563,0.2125029210826563,0.21250292108265634,0.2125029210826563,0.2125029210826563,0.21250292108265634,0.21250292108265634,0.21250292108265634,0.2125029210826564,0.2125029210826564,0.2125029210826564,0.21250292108265637,0.21250292108265637,0.2125029210826564,0.21250292108265637,0.21250292108265637,0.2125029210826564,0.2125029210826564,0.2125029210826564
H,B,DMI_RANDOM_USED_ONLY_ONCE,org.apache.commons.jrcs.diff.Diff,NO_FIELD,randomEdit([Ljava/lang/Object;J)[Ljava/lang/Object;,287,287,1,0.0,1.0,1.0,1.0,DMI,org.apache.commons.jrcs.diff,org.apache.commons.jrcs.diff.Diff,org.apache.commons.jrcs.diff.Diff.randomEdit,0.20464131396025495,0.24167250883197933,0.23426626985763446,0.2268600308832896,0.2194537919089447,0.21204755293459984,0.20464131396025495,0.19723507498591009,0.18982883601156522,0.1824225970372203,0.17501635806287544,0.16761011908853057,0.24167250883197933,0.23426626985763446,0.2268600308832896,0.2194537919089447,0.21204755293459984,0.20464131396025495,0.19723507498591009,0.18982883601156522,0.1824225970372203,0.17501635806287544,0.16761011908853057
L,V,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR,org.apache.commons.jrcs.diff.Diff,NO_FIELD,<init>([Ljava/lang/Object;Lorg/apache/commons/jrcs/diff/DiffAlgorithm;)V,143,143,1,0.0,1.0,1.0,1.0,MC,org.apache.commons.jrcs.diff,org.apache.commons.jrcs.diff.Diff,org.apache.commons.jrcs.diff.Diff.<init>,0.20464131396025495,0.24167250883197933,0.23426626985763446,0.2268600308832896,0.2194537919089447,0.21204755293459984,0.20464131396025495,0.19723507498591009,0.18982883601156522,0.1824225970372203,0.17501635806287544,0.16761011908853057,0.24167250883197933,0.23426626985763446,0.2268600308832896,0.2194537919089447,0.21204755293459984,0.20464131396025495,0.19723507498591009,0.18982883601156522,0.1824225970372203,0.17501635806287544,0.16761011908853057
M,V,EI_EXPOSE_REP2,org.apache.commons.jrcs.diff.Diff,orig,<init>([Ljava/lang/Object;Lorg/apache/commons/jrcs/diff/DiffAlgorithm;)V,136,136,0,0.0,1.0,0.8768428745775958,1.0,EI2,org.apache.commons.jrcs.diff,org.apache.commons.jrcs.diff.Diff,org.apache.commons.jrcs.diff.Diff.<init>,0.20464131396025495,0.24167250883197933,0.23426626985763446,0.2268600308832896,0.2194537919089447,0.21204755293459984,0.20464131396025495,0.19723507498591009,0.18982883601156522,0.1824225970372203,0.17501635806287544,0.16761011908853057,0.24167250883197933,0.23426626985763446,0.2268600308832896,0.2194537919089447,0.21204755293459984,0.20464131396025495,0.19723507498591009,0.18982883601156522,0.1824225970372203,0.17501635806287544,0.16761011908853057
L,D,DLS_DEAD_LOCAL_STORE,org.jmeld.ui.FolderDiffPanel,NO_FIELD,filter(Lorg/jmeld/util/node/JMDiffNode;)Lorg/jdesktop/swingx/treetable/TreeTableNode;,277,277,0,0.0,1.0,0.54404033650357,1.0000000000000002,DLS,org.jmeld.ui,org.jmeld.ui.FolderDiffPanel,org.jmeld.ui.FolderDiffPanel.filter,0.18553613752712497,0.20358132776697085,0.19997228971900166,0.19636325167103252,0.1927542136230633,0.18914517557509417,0.18553613752712497,0.1819270994791558,0.17831806143118661,0.17470902338321745,0.17109998533524828,0.16749094728727912,0.2035813277669709,0.19997228971900172,0.19636325167103258,0.19275421362306336,0.18914517557509422,0.185536137527125,0.18192709947915583,0.17831806143118664,0.17470902338321748,0.1710999853352483,0.16749094728727915
M,V,EI_EXPOSE_REP2,org.jmeld.ui.text.VersionControlBaseDocument,versionControl,<init>(Lorg/jmeld/vc/VersionControlIF;Lorg/jmeld/vc/StatusResult$Entry;Lorg/jmeld/util/node/FileNode;Ljava/io/File;)V,40,40,0,0.0,1.0,0.7751512980722677,1.0,EI2,org.jmeld.ui.text,org.jmeld.ui.text.VersionControlBaseDocument,org.jmeld.ui.text.VersionControlBaseDocument.<init>,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053
M,V,EI_EXPOSE_REP2,org.jmeld.ui.text.VersionControlBaseDocument,fileNode,<init>(Lorg/jmeld/vc/VersionControlIF;Lorg/jmeld/vc/StatusResult$Entry;Lorg/jmeld/util/node/FileNode;Ljava/io/File;)V,42,42,0,0.0,1.0,1.0,1.0,EI2,org.jmeld.ui.text,org.jmeld.ui.text.VersionControlBaseDocument,org.jmeld.ui.text.VersionControlBaseDocument.<init>,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053,0.16284176667079053
H,I,DM_DEFAULT_ENCODING,org.jmeld.vc.git.StatusCmd,NO_FIELD,build([B)V,89,89,0,0.0,0.0,0.7778339934144674,0.7618379199285749,Dm,org.jmeld.vc.git,org.jmeld.vc.git.StatusCmd,org.jmeld.vc.git.StatusCmd.build,0.2550297707849687,0.2972724163276594,0.2888238872191212,0.2803753581105831,0.27192682900204496,0.26347829989350685,0.2550297707849687,0.24658124167643058,0.23813271256789245,0.2296841834593543,0.22123565435081616,0.21278712524227805,0.22647339930720534,0.2200369894647006,0.21360057962219592,0.20716416977969118,0.2007277599371865,0.19429135009468176,0.18785494025217708,0.18141853040967237,0.17498212056716766,0.16854571072466296,0.16210930088215825
M,D,SF_SWITCH_NO_DEFAULT,org.jmeld.ui.PanelDialog,NO_FIELD,show()V,93,105,0,0.0,1.0,1.0,1.0000000000000002,SF,org.jmeld.ui,org.jmeld.ui.PanelDialog,org.jmeld.ui.PanelDialog.show,0.08093059965817606,0.0011134479772361746,0.01707687831342415,0.03304030864961213,0.0490037389858001,0.06496716932198808,0.08093059965817606,0.09689402999436403,0.112857460330552,0.12882089066674,0.14478432100292796,0.16074775133911592,0.0011134479772361748,0.017076878313424155,0.03304030864961214,0.04900373898580011,0.0649671693219881,0.08093059965817608,0.09689402999436406,0.11285746033055202,0.12882089066674002,0.14478432100292798,0.16074775133911595
M,V,EI_EXPOSE_REP2,org.jmeld.ui.PanelDialog,meldPanel,<init>(Lorg/jmeld/ui/JMeldPanel;)V,75,75,0,0.0,1.0,1.0000000000000002,1.0,EI2,org.jmeld.ui,org.jmeld.ui.PanelDialog,org.jmeld.ui.PanelDialog.<init>,0.08093059965817606,0.0011134479772361746,0.01707687831342415,0.03304030864961213,0.0490037389858001,0.06496716932198808,0.08093059965817606,0.09689402999436403,0.112857460330552,0.12882089066674,0.14478432100292796,0.16074775133911592,0.0011134479772361746,0.01707687831342415,0.03304030864961213,0.0490037389858001,0.06496716932198808,0.08093059965817606,0.09689402999436403,0.112857460330552,0.12882089066674,0.14478432100292796,0.16074775133911592
H,B,DMI_RANDOM_USED_ONLY_ONCE,org.apache.commons.jrcs.diff.Diff,NO_FIELD,randomEdit([Ljava/lang/Object;J)[Ljava/lang/Object;,283,283,0,0.0,0.0,0.6431493725695228,0.9166883668734712,DMI,org.apache.commons.jrcs.diff,org.apache.commons.jrcs.diff.Diff,org.apache.commons.jrcs.diff.Diff.randomEdit,0.20464131396025495,0.24167250883197933,0.23426626985763446,0.2268600308832896,0.2194537919089447,0.21204755293459984,0.20464131396025495,0.19723507498591009,0.18982883601156522,0.1824225970372203,0.17501635806287544,0.16761011908853057,0.2215383774394017,0.21474916432933483,0.207959951219268,0.2011707381092011,0.19438152499913428,0.1875923118890674,0.18080309877900055,0.1740138856689337,0.1672246725588668,0.16043545944879997,0.1536462463387331
M,V,EI_EXPOSE_REP,org.jmeld.util.node.VersionControlBaseNode,document,getDocument()Lorg/jmeld/ui/text/VersionControlBaseDocument;,63,63,0,0.0,1.0,1.0,1.0000000000000002,EI,org.jmeld.util.node,org.jmeld.util.node.VersionControlBaseNode,org.jmeld.util.node.VersionControlBaseNode.getDocument,0.17231406853374245,0.21250292108265634,0.20446515057287354,0.1964273800630908,0.18838960955330797,0.1803518390435252,0.17231406853374245,0.16427629802395965,0.1562385275141769,0.14820075700439408,0.14016298649461134,0.13212521598482854,0.2125029210826564,0.2044651505728736,0.19642738006309085,0.18838960955330802,0.18035183904352522,0.17231406853374248,0.16427629802395968,0.15623852751417694,0.1482007570043941,0.14016298649461137,0.13212521598482857
M,V,EI_EXPOSE_REP2,org.jmeld.util.node.VersionControlBaseNode,fileNode,<init>(Lorg/jmeld/vc/VersionControlIF;Lorg/jmeld/vc/StatusResult$Entry;Lorg/jmeld/util/node/FileNode;Ljava/io/File;)V,38,38,0,0.0,1.0,1.0,1.0,EI2,org.jmeld.util.node,org.jmeld.util.node.VersionControlBaseNode,org.jmeld.util.node.VersionControlBaseNode.<init>,0.14748349132780955,0.16284176667079053,0.15977011160219434,0.15669845653359815,0.15362680146500193,0.15055514639640574,0.14748349132780955,0.14441183625921333,0.14134018119061717,0.13826852612202092,0.13519687105342476,0.13212521598482854,0.16284176667079053,0.15977011160219434,0.15669845653359815,0.15362680146500193,0.15055514639640574,0.14748349132780955,0.14441183625921333,0.14134018119061717,0.13826852612202092,0.13519687105342476,0.13212521598482854
M,V,EI_EXPOSE_REP2,org.jmeld.util.node.VersionControlBaseNode,versionControl,<init>(Lorg/jmeld/vc/VersionControlIF;Lorg/jmeld/vc/StatusResult$Entry;Lorg/jmeld/util/node/FileNode;Ljava/io/File;)V,35,35,0,0.0,1.0,0.7751512980722677,1.0,EI2,org.jmeld.util.node,org.jmeld.util.node.VersionControlBaseNode,org.jmeld.util.node.VersionControlBaseNode.<init>,0.14748349132780955,0.16284176667079053,0.15977011160219434,0.15669845653359815,0.15362680146500193,0.15055514639640574,0.14748349132780955,0.14441183625921333,0.14134018119061717,0.13826852612202092,0.13519687105342476,0.13212521598482854,0.16284176667079053,0.15977011160219434,0.15669845653359815,0.15362680146500193,0.15055514639640574,0.14748349132780955,0.14441183625921333,0.14134018119061717,0.13826852612202092,0.13519687105342476,0.13212521598482854
L,V,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR,org.jmeld.ui.FolderDiffPanel,NO_FIELD,<init>(Lorg/jmeld/ui/JMeldPanel;Lorg/jmeld/util/file/FolderDiff;)V,58,58,0,0.0,0.0,0.5157727822848734,0.7071067811865482,MC,org.jmeld.ui,org.jmeld.ui.FolderDiffPanel,org.jmeld.ui.FolderDiffPanel.<init>,0.08414755207986373,0.0008041568724483484,0.017472835913931426,0.0341415149554145,0.050810193996897575,0.06747887303838065,0.08414755207986373,0.1008162311213468,0.11748491016282987,0.13415358920431297,0.15082226824579603,0.16749094728727912,0.0005686247776459933,0.012355160761300771,0.024141696744955546,0.03592823272861032,0.0477147687122651,0.059501304695919875,0.07128784067957465,0.08307437666322942,0.09486091264688422,0.10664744863053897,0.11843398461419376
L,B,SW_SWING_METHODS_INVOKED_IN_SWING_THREAD,org.jmeld.ui.JMeldComponent,NO_FIELD,main([Ljava/lang/String;)V,86,86,0,0.0,1.0,1.0,1.0000000000000002,SW,org.jmeld.ui,org.jmeld.ui.JMeldComponent,org.jmeld.ui.JMeldComponent.main,0.11011839125593705,0.11011839125593705,0.11011839125593706,0.11011839125593705,0.11011839125593703,0.11011839125593705,0.11011839125593705,0.11011839125593705,0.11011839125593705,0.11011839125593705,0.11011839125593705,0.11011839125593705,0.11011839125593707,0.11011839125593709,0.11011839125593707,0.11011839125593706,0.11011839125593707,0.11011839125593707,0.11011839125593707,0.11011839125593707,0.11011839125593707,0.11011839125593707,0.11011839125593707
H,I,DM_DEFAULT_ENCODING,org.jmeld.ui.tree.DiffTree,NO_FIELD,main([Ljava/lang/String;)V,124,124,0,0.0,0.0,0.8707193471149876,0.9440477964740568,Dm,org.jmeld.ui.tree,org.jmeld.ui.tree.DiffTree,org.jmeld.ui.tree.DiffTree.main,0.058029884393858165,0.002165037733514784,0.013338007065583461,0.024510976397652137,0.03568394572972081,0.04685691506178949,0.058029884393858165,0.06920285372592684,0.08037582305799551,0.0915487923900642,0.10272176172213286,0.11389473105420155,0.002043899101607818,0.012591716179619466,0.023139533257631115,0.03368735033564276,0.04423516741365441,0.054782984491666055,0.0653308015696777,0.07587861864768934,0.086426435725701,0.09697425280371264,0.10752206988172429
L,B,SW_SWING_METHODS_INVOKED_IN_SWING_THREAD,org.jmeld.ui.tree.DiffTree,NO_FIELD,main([Ljava/lang/String;)V,141,141,0,0.0,0.0,0.7113950151715757,0.8510298671056354,SW,org.jmeld.ui.tree,org.jmeld.ui.tree.DiffTree,org.jmeld.ui.tree.DiffTree.main,0.058029884393858165,0.002165037733514784,0.013338007065583461,0.024510976397652137,0.03568394572972081,0.04685691506178949,0.058029884393858165,0.06920285372592684,0.08037582305799551,0.0915487923900642,0.10272176172213286,0.11389473105420155,0.0018425117746317728,0.01135104238047752,0.020859572986323266,0.030368103592169012,0.03987663419801476,0.0493851648038605,0.05889369540970625,0.06840222601555199,0.07791075662139774,0.08741928722724347,0.09692781783308924
M,V,EI_EXPOSE_REP,org.jmeld.util.file.VersionControlDiff,rootNode,getRootNode()Lorg/jmeld/util/node/JMDiffNode;,52,52,0,0.0,1.0,1.0000000000000002,1.0000000000000002,EI,org.jmeld.util.file,org.jmeld.util.file.VersionControlDiff,org.jmeld.util.file.VersionControlDiff.getRootNode,0.13770250481321647,0.179169587749323,0.1708761711621017,0.1625827545748804,0.15428933798765906,0.14599592140043777,0.13770250481321647,0.12940908822599514,0.12111567163877388,0.11282225505155255,0.10452883846433124,0.09623542187710994,0.17916958774932304,0.17087617116210171,0.16258275457488042,0.1542893379876591,0.1459959214004378,0.1377025048132165,0.12940908822599517,0.1211156716387739,0.11282225505155258,0.10452883846433127,0.09623542187710997
M,V,EI_EXPOSE_REP,org.jmeld.util.file.VersionControlDiff,versionControl,getVersionControl()Lorg/jmeld/vc/VersionControlIF;,64,64,0,0.0,1.0,0.7778433486569941,1.0000000000000002,EI,org.jmeld.util.file,org.jmeld.util.file.VersionControlDiff,org.jmeld.util.file.VersionControlDiff.getVersionControl,0.04833421471190645,0.00043300754670295684,0.010013248979743657,0.019593490412784357,0.02917373184582505,0.038753973278865754,0.04833421471190645,0.05791445614494715,0.06749469757798784,0.07707493901102856,0.08665518044406925,0.09623542187710994,0.00043300754670295695,0.010013248979743658,0.01959349041278436,0.029173731845825057,0.03875397327886576,0.048334214711906465,0.05791445614494716,0.06749469757798786,0.07707493901102858,0.08665518044406927,0.09623542187710997
